book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
DBhI_8ccuB4C,python,"Contemporary Theatre, Film and Television",N/A,"Gale Research Staff, Linda S. Hubbard, Sara J. Steen","Biographical reference providing information on individuals active in the theatre, film, and television industries. Covers not only performers, directors, writers, and producers, but also behind-the-scenes specialists such as designers, managers, choreographers, technicians, composers, executives, dancers, and critics from the United States and Great Britain.",ISBN_10: 0810320703; ISBN_13: 9780810320703,False,False,546,Biography & Autobiography,en,smallThumbnail: http://books.google.com/books/content?id=DBhI_8ccuB4C&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=DBhI_8ccuB4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1989,Gale Cengage
jVv6DwAAQBAJ,python,Python One-Liners,"Write Concise, Eloquent Python Like a Professional",Christian Mayer,"Python programmers will improve their computer science skills with these useful one-liners. Python One-Liners will teach you how to read and write ""one-liners"": concise statements of useful functionality packed into a single line of code. You'll learn how to systematically unpack and understand any line of Python code, and write eloquent, powerfully compressed Python like an expert. The book's five chapters cover tips and tricks, regular expressions, machine learning, core data science topics, and useful algorithms. Detailed explanations of one-liners introduce key computer science concepts and boost your coding and analytical skills. You'll learn about advanced Python features such as list comprehension, slicing, lambda functions, regular expressions, map and reduce functions, and slice assignments. You'll also learn how to: Leverage data structures to solve real-world problems, like using Boolean indexing to find cities with above-average pollution Use NumPy basics such as array, shape, axis, type, broadcasting, advanced indexing, slicing, sorting, searching, aggregating, and statistics Calculate basic statistics of multidimensional data arrays and the K-Means algorithms for unsupervised learning Create more advanced regular expressions using grouping and named groups, negative lookaheads, escaped characters, whitespaces, character sets (and negative characters sets), and greedy/nongreedy operators Understand a wide range of computer science topics, including anagrams, palindromes, supersets, permutations, factorials, prime numbers, Fibonacci numbers, obfuscation, searching, and algorithmic sorting By the end of the book, you'll know how to write Python at its most refined, and create concise, beautiful pieces of ""Python art"" in merely a single line.",ISBN_13: 9781718500501; ISBN_10: 1718500505,False,False,217,Computers,en,smallThumbnail: http://books.google.com/books/content?id=jVv6DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=jVv6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2020,No Starch Press
C30ZAAAAYAAJ,python,Guide to the Calcutta Zoological Gardens,N/A,John Anderson,N/A,OTHER: HARVARD:32044062432752,False,True,218,Calcutta Zoological Gardens,en,smallThumbnail: http://books.google.com/books/content?id=C30ZAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=C30ZAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=C30ZAAAAYAAJ&rdid=book-C30ZAAAAYAAJ&rdot=1&source=gbs_api,1883,N/A
3Y1oHQlInp0C,python,List of the Vertebrated Animals Now Or Lately Living in the Gardens of the Zoological Society of London,N/A,Zoological Society of London,N/A,OTHER: UBBS:UBBS-00077999,False,True,706,N/A,en,smallThumbnail: http://books.google.com/books/content?id=3Y1oHQlInp0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=3Y1oHQlInp0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=3Y1oHQlInp0C&rdid=book-3Y1oHQlInp0C&rdot=1&source=gbs_api,1883,N/A
relNgWfO7eEC,python,A Malay-English dictionary,N/A,Richard James Wilkinson,N/A,OTHER: UOMDLP:aeg2034:0001.001,False,True,812,English language,en,smallThumbnail: http://books.google.com/books/content?id=relNgWfO7eEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=relNgWfO7eEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=relNgWfO7eEC&rdid=book-relNgWfO7eEC&rdot=1&source=gbs_api,1901,N/A
Wa42AQAAMAAJ,python,Littell's Living Age,N/A,N/A,N/A,OTHER: CHI:55226910,False,True,844,Literature,en,smallThumbnail: http://books.google.com/books/content?id=Wa42AQAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=Wa42AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=Wa42AQAAMAAJ&rdid=book-Wa42AQAAMAAJ&rdot=1&source=gbs_api,1889,N/A
LkFVAAAAMAAJ,python,Linux Journal,N/A,N/A,N/A,OTHER: UOM:39015048322823,False,False,1098,Linux,en,smallThumbnail: http://books.google.com/books/content?id=LkFVAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=LkFVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2001,N/A
42HmAAAAMAAJ,python,The Aeroplane,N/A,N/A,N/A,OTHER: UOM:39015080126421,False,True,904,Airplanes,en,smallThumbnail: http://books.google.com/books/content?id=42HmAAAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=42HmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=42HmAAAAMAAJ&rdid=book-42HmAAAAMAAJ&rdot=1&source=gbs_api,1946,N/A
rwdNAQAAIAAJ,python,ARC User,N/A,N/A,N/A,OTHER: STANFORD:36105132730669,False,False,296,Geographic information systems,en,smallThumbnail: http://books.google.com/books/content?id=rwdNAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=rwdNAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2007,N/A
VS-5k0aeKGUC,python,The Century Dictionary: The Century dictionary,N/A,N/A,N/A,OTHER: WISC:89120027974,False,True,894,Atlases,en,smallThumbnail: http://books.google.com/books/content?id=VS-5k0aeKGUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=VS-5k0aeKGUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=VS-5k0aeKGUC&rdid=book-VS-5k0aeKGUC&rdot=1&source=gbs_api,1895,N/A
Y-VaxwEACAAJ,python,Python Programming,Your Advanced Guide To Learn Python in 7 Days,Maurice J Thompson,"Eager to learn Python Programming Quickly? This book has actionable information that will help you to understand python at an advanced level. Welcome to the final issue of our Python programming book series. This book is the advanced edition that you have been building up to as you went through the exercises in the last two books. This third issue of the book is even more comprehensive than the previous editions but equally educative and illuminating. Here's what we will talk about in this book: ✓ File management ✓ Python Iterator ✓ Python Generator ✓ Regular Expressions ✓ Python Closure ✓ Python Property ✓ Python Assert, and ✓ Simple recap projects",ISBN_10: 1393439543; ISBN_13: 9781393439547,False,False,134,N/A,en,smallThumbnail: http://books.google.com/books/content?id=Y-VaxwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=Y-VaxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2019,Whiteflowerpublsihing
djYQAQAAMAAJ,python,Dr. Dobb's Journal,Software Tools for the Professional Programmer,N/A,N/A,OTHER: UOM:39015063392057,False,False,652,Application software,en,smallThumbnail: http://books.google.com/books/content?id=djYQAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=djYQAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2004,N/A
YKayM-CwlEwC,python,The Century Dictionary and Cyclopedia,"A Work of Universal Reference in All Departments of Knowledge, with a New Atlas of the World",N/A,N/A,OTHER: EHC:148101018401T,False,True,898,N/A,en,smallThumbnail: http://books.google.com/books/content?id=YKayM-CwlEwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=YKayM-CwlEwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=YKayM-CwlEwC&rdid=book-YKayM-CwlEwC&rdot=1&source=gbs_api,1906,N/A
l3aYDwAAQBAJ,python,Python For Learners,N/A,Ajit Singh,"This text is an introduction to the world of the python. This book encapsulates rich practical hands-on experience in developing python based applications, combined with teaching the subject for graduate/post-graduate students. The book is therefore a culmination of putting together what has been both practiced as well as preached, which is the one of the most compelling differentiators for this book. It can also be used for independent study by anyone interested in getting a broad introduction to a core useful set of the python language. Python For Learners provides all essential programming concepts and information one shall need in order to start developing their own Python program. The book provides a comprehensive walk-through of Python programming in a clear, straightforward manner that beginners will appreciate. Important concepts are introduced through a step-by-step discussion and reinforced by relevant examples and illustrations. This book can be used as a guide to help explore, harness, and gain appreciation of the capabilities and features of Python. My approach in this book is to regard python as a language that readers will want to use as a primary tool in many different areas of their programming work - not just for creating programs with graphical content. Nevertheless, i recognize that visual examples are much more fun to create and work with. This book is a close-to-complete presentation of the Python language. It is oriented toward learning, which involves accumulating many closely intertwined concepts. In our experience teaching, coaching and doing programming, there is an upper limit on the clue absorption rate. In order to keep within this limit, i have found that it helps to present a language as ever-expanding layers. Well lead you from a very tiny, easy to understand subset of statements to the entire Python language and all of the built-in data structures. ● Ajit Singh",,False,True,240,Computers,en,smallThumbnail: http://books.google.com/books/content?id=l3aYDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=l3aYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,185.0,INR,129.5,INR,https://play.google.com/store/books/details?id=l3aYDwAAQBAJ&rdid=book-l3aYDwAAQBAJ&rdot=1&source=gbs_api,2019,Ajit Singh
0Ol0Af2MYQYC,python,Ball Pythons,N/A,"John Coburn, John Coborn",N/A,ISBN_10: 0793802601; ISBN_13: 9780793802609,False,False,68,Nature,en,smallThumbnail: http://books.google.com/books/content?id=0Ol0Af2MYQYC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=0Ol0Af2MYQYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1,3.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1994,TFH Publications
RzbczQEACAAJ,python,Modern PyQt,"Create GUI Applications for Project Management, Computer Vision, and Data Analysis",Joshua Willman,"Dive into GUI application development and create useful applications for practical and relevant topics in the fields of business, computer science, and research. This book uses a realistic approach to help get you started designing and building the applications you need while learning new tools along the way. PyQt has a vast collection of tools that you can use to create GUIs, many of which seem to go unexplored. In Modern PyQt, you will go beyond some of the fundamental topics of GUI development in order to begin building useful desktop applications. Through extensive examples and hands-on projects, you will explore how to make applications for data analysis and visualization using graphs, computer vision with OpenCV and PyQt, the basics of networking, handling databases with SQL, and more! Whether you are looking for new ideas to practice your skills as a programmer or you have a specific goal in mind and need some help to get your ideas off the ground, there is something in Modern PyQt for you! What You Will Learn Create cross-platform GUIs with Python and PyQt. Understand the important PyQt classes, widgets, and concepts needed for building interactive and practical applications. Find out how to embed useful Python modules into your applications to create more advanced GUIs. Build useful applications that you can improve or make into something completely new with Python and PyQt. Who This Book Is For Intermediate level programmers or above in Python. GUI developers with some experience designing GUIs. Even if they have never used PyQt before, the concepts learned from other toolkits, such as Tkinter or wxPython, can be carried over for developing applications with using PyQt.",ISBN_10: 1484266021; ISBN_13: 9781484266021,False,False,310,Computers,en,smallThumbnail: http://books.google.com/books/content?id=RzbczQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=RzbczQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2020,Apress
GA1HAAAAYAAJ,python,Pythons of the World: Australia,N/A,"David G. Barker, Tracy M. Barker","180+ fine color photos, 40 text-figures (detailed line drawings), some distribution maps. Publisher's color pictorial stiff wrappers, oblong sm 4to. There is a long and warm inscription, signed by both authors, on the title page that is dated December 16, 1994. An extensive study of the pythons of Australia with superb color photographs",OTHER: CORNELL:31924073238861,False,False,204,Nature,en,smallThumbnail: http://books.google.com/books/content?id=GA1HAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=GA1HAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1994,Advanced Vivarium Systems
nTVcoZYSdiQC,python,The Century Dictionary and Cyclopedia,"An Encyclopedic Lexicon of the English Language and a Pronouncing and Etymological Dictionary of Names in Geography, Biography, Mythology, History, Art, Etc., Together with Atlas of the World",William Dwight Whitney,N/A,OTHER: HARVARD:HN6N88,False,True,898,Biography,en,smallThumbnail: http://books.google.com/books/content?id=nTVcoZYSdiQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=nTVcoZYSdiQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=nTVcoZYSdiQC&rdid=book-nTVcoZYSdiQC&rdot=1&source=gbs_api,1895,N/A
I2TLLX20xKQC,python,"Nick Carter, Detective",N/A,John Russell Coryell,N/A,OTHER: UGA:32108003797654,False,True,24,Detective and mystery stories,en,smallThumbnail: http://books.google.com/books/content?id=I2TLLX20xKQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=I2TLLX20xKQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=I2TLLX20xKQC&rdid=book-I2TLLX20xKQC&rdot=1&source=gbs_api,1891,N/A
wu4pAQAAMAAJ,python,IronPython in Action,N/A,Michael J. Foord,"A comprehensive, hands-on introduction to Microsoft's version of Python for the .NET framework. The book shows how to use IronPython with C♯, VB.NET, and ASP.NET applications. Readers will use IronPython as a Windows scripting tool, and see how it connects to PowerShell.",OTHER: UOM:39076002806102,False,False,502,Computers,en,smallThumbnail: http://books.google.com/books/content?id=wu4pAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=wu4pAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2009,Manning Publications
W6eACwAAQBAJ,python,"Mobile Forensic Investigations: A Guide to Evidence Collection, Analysis, and Presentation",N/A,Lee Reiber,"This in-depth guide reveals the art of mobile forensics investigation with comprehensive coverage of the entire mobile forensics investigation lifecycle, from evidence collection through advanced data analysis to reporting and presenting findings. Mobile Forensics Investigation: A Guide to Evidence Collection, Analysis, and Presentation leads examiners through the mobile forensics investigation process, from isolation and seizure of devices, to evidence extraction and analysis, and finally through the process of documenting and presenting findings. This book gives you not only the knowledge of how to use mobile forensics tools but also the understanding of how and what these tools are doing, enabling you to present your findings and your processes in a court of law. This holistic approach to mobile forensics, featuring the technical alongside the legal aspects of the investigation process, sets this book apart from the competition. This timely guide is a much-needed resource in today’s mobile computing landscape. Notes offer personal insights from the author's years in law enforcement Tips highlight useful mobile forensics software applications, including open source applications that anyone can use free of charge Case studies document actual cases taken from submissions to the author's podcast series Photographs demonstrate proper legal protocols, including seizure and storage of devices, and screenshots showcase mobile forensics software at work Provides you with a holistic understanding of mobile forensics",ISBN_13: 9780071843645; ISBN_10: 0071843647,True,True,481,Computers,en,smallThumbnail: http://books.google.com/books/content?id=W6eACwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=W6eACwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,5461.44,INR,5461.44,INR,https://play.google.com/store/books/details?id=W6eACwAAQBAJ&rdid=book-W6eACwAAQBAJ&rdot=1&source=gbs_api,2015,McGraw Hill Professional
Rm4uO2pMV18C,python,Zoologische Mededeelingen,N/A,Rijksmuseum van Natuurlijke Historie te Leiden,N/A,OTHER: UCSD:31822041712266,False,False,442,Animals,en,smallThumbnail: http://books.google.com/books/content?id=Rm4uO2pMV18C&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=Rm4uO2pMV18C&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2013,N/A
6qAjAQAAMAAJ,python,The British Herpetological Society Bulletin,N/A,N/A,N/A,OTHER: MINN:31951P001172516,False,False,346,Amphibians,en,smallThumbnail: http://books.google.com/books/content?id=6qAjAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=6qAjAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1991,N/A
lnRVAAAAMAAJ,python,C/C++ Users Journal,N/A,N/A,N/A,OTHER: UOM:39015058900328,False,False,764,C (Computer program language),en,smallThumbnail: http://books.google.com/books/content?id=lnRVAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=lnRVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2003,N/A
tKMOS8JX12IC,python,"The Popular Encyclopedia; Or, ""Conversations Lexicon;"" Being a General Dictionary of Arts, Sciences, Literature, Biography, and History. With ... Illustrations",N/A,Encyclopaedias,N/A,OTHER: NLS:V001477836,False,True,490,N/A,en,smallThumbnail: http://books.google.com/books/content?id=tKMOS8JX12IC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=tKMOS8JX12IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=tKMOS8JX12IC&rdid=book-tKMOS8JX12IC&rdot=1&source=gbs_api,1874,N/A
yPtkAAAAMAAJ,python,"Contemporary Theatre, Film and Television",N/A,Joshua Kondek,"Includes extensive biographical and career information on more than 20,000 professionals currently working in the entertainment industry.",ISBN_10: 078763185X; ISBN_13: 9780787631857,False,False,588,Performing Arts,en,smallThumbnail: http://books.google.com/books/content?id=yPtkAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=yPtkAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1999,"Contemporary Theatre, Film and"
-fwvEQAAQBAJ,python,Powerful Python,N/A,Aaron Maxwell,"Once you've mastered the basics of Python, how do you skill up to the top 1%? How do you focus your learning time on topics that yield the most benefit for production engineering and data teams—without getting distracted by info of little real-world use? This book answers these questions and more. Based on author Aaron Maxwell's software engineering career in Silicon Valley, this unique book focuses on the Python first principles that act to accelerate everything else: the 5% of programming knowledge that makes the remaining 95% fall like dominos. It's also this knowledge that helps you become an exceptional Python programmer, fast. Learn how to think like a Pythonista: explore advanced Pythonic thinking Create lists, dicts, and other data structures using a high-level, readable, and maintainable syntax Explore higher-order function abstractions that form the basis of Python libraries Examine Python's metaprogramming tool for priceless patterns of code reuse Master Python's error model and learn how to leverage it in your own code Learn the more potent and advanced tools of Python's object system Take a deep dive into Python's automated testing and TDD Learn how Python logging helps you troubleshoot and debug more quickly",ISBN_13: 9781098175665; ISBN_10: 1098175662,True,True,197,Computers,en,smallThumbnail: http://books.google.com/books/content?id=-fwvEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=-fwvEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,4130.0,INR,4130.0,INR,https://play.google.com/store/books/details?id=-fwvEQAAQBAJ&rdid=book--fwvEQAAQBAJ&rdot=1&source=gbs_api,2024,"""O'Reilly Media, Inc."""
mZ0kxOOr5pUC,python,Lycos Personal Internet Guide,N/A,"Mike Miller, Michael Miller","Discover the wealth of information available through the Lycos service, including access to exclusive information from Lycos' partners and affiliates. Author Mike Miller provides an inexpensive, compact, easy-to-follow introduction to the Internet using the Lycos Portal Service.",ISBN_10: 0789718316; ISBN_13: 9780789718310,False,False,276,Computers,en,smallThumbnail: http://books.google.com/books/content?id=mZ0kxOOr5pUC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=mZ0kxOOr5pUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1999,N/A
zJAhAQAAIAAJ,python,Technology of Object-oriented Languages and Systems : TOOLS 23,"Proceedings : July 28-August 1, 1997, Santa Barbara, California","Raimund K. Ege, Madhu Singh, Bertrand Meyer","""This volume provides a wealth of new information about the latest advances in the O-O field. From analysis to environments, from frameworks to concurrency, from databases to distribution, it touches on all aspects of the technology, and will provide managers and developers with an up-to-date view of object-orientation and its future developments.""--BOOK JACKET. Title Summary field provided by Blackwell North America, Inc. All Rights Reserved.",OTHER: UCSC:32106013826422,False,False,426,Computers,en,smallThumbnail: http://books.google.com/books/content?id=zJAhAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=zJAhAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1998,I E E E
4YBQAAAAMAAJ,python,The Proceedings of the 2002 Summer Computer Simulation Conference,"July 14 - 18, 2002, San Diego, California",Jeffrey Wallace,N/A,ISBN_10: 1565552555; ISBN_13: 9781565552555,False,False,488,Computer simulation,en,smallThumbnail: http://books.google.com/books/content?id=4YBQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=4YBQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2002,N/A
mRtAAQAAIAAJ,python,Sys Admin,The Journal for UNIX System Administrators,N/A,N/A,OTHER: UCSD:31822033893488,False,False,998,Operating systems (Computers),en,smallThumbnail: http://books.google.com/books/content?id=mRtAAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=mRtAAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2004,N/A
68LpFwitupEC,python,"The popular encyclopedia; or, 'Conversations Lexicon': [ed. by A. Whitelaw from the Encyclopedia Americana].",N/A,Popular encyclopedia,N/A,OTHER: OXFORD:600048293,False,True,512,N/A,en,smallThumbnail: http://books.google.com/books/content?id=68LpFwitupEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=68LpFwitupEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=68LpFwitupEC&rdid=book-68LpFwitupEC&rdot=1&source=gbs_api,1884,N/A
XyYlAQAAMAAJ,python,The Vivarium,N/A,N/A,N/A,OTHER: MINN:31951P00275131J,False,False,348,Herpetology,en,smallThumbnail: http://books.google.com/books/content?id=XyYlAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=XyYlAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1994,N/A
-fwvEQAAQBAJ,python,Powerful Python,N/A,Aaron Maxwell,"Once you've mastered the basics of Python, how do you skill up to the top 1%? How do you focus your learning time on topics that yield the most benefit for production engineering and data teams—without getting distracted by info of little real-world use? This book answers these questions and more. Based on author Aaron Maxwell's software engineering career in Silicon Valley, this unique book focuses on the Python first principles that act to accelerate everything else: the 5% of programming knowledge that makes the remaining 95% fall like dominos. It's also this knowledge that helps you become an exceptional Python programmer, fast. Learn how to think like a Pythonista: explore advanced Pythonic thinking Create lists, dicts, and other data structures using a high-level, readable, and maintainable syntax Explore higher-order function abstractions that form the basis of Python libraries Examine Python's metaprogramming tool for priceless patterns of code reuse Master Python's error model and learn how to leverage it in your own code Learn the more potent and advanced tools of Python's object system Take a deep dive into Python's automated testing and TDD Learn how Python logging helps you troubleshoot and debug more quickly",ISBN_13: 9781098175665; ISBN_10: 1098175662,True,True,197,Computers,en,smallThumbnail: http://books.google.com/books/content?id=-fwvEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=-fwvEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FOR_SALE,True,4130.0,INR,4130.0,INR,https://play.google.com/store/books/details?id=-fwvEQAAQBAJ&rdid=book--fwvEQAAQBAJ&rdot=1&source=gbs_api,2024,"""O'Reilly Media, Inc."""
HenNAAAAMAAJ,python,Moore's Monthly Magazine,N/A,N/A,N/A,OTHER: UOM:39015075035306,False,True,362,Locomotives,en,smallThumbnail: http://books.google.com/books/content?id=HenNAAAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=HenNAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=HenNAAAAMAAJ&rdid=book-HenNAAAAMAAJ&rdot=1&source=gbs_api,1921,N/A
